Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,Year
Kenny Hunter,LATCH,.637,.634,126.7,13.6,18.9,16.2,2.1,12.8,2.1,6.4,13.9,-2.8,1.4,126.4,98.0,28.4,228.0,20.2,2023
Jakorie Smith,TARST,.523,.476,149.5,5.7,19.1,12.0,15.3,12.3,4.3,1.4,24.7,-1.0,1.2,106.1,92.0,14.1,201.6,20.2,2023
Dawson Garcia,MINN,.534,.503,151.6,5.5,19.2,12.5,16.5,11.2,1.3,2.1,27.4,-1.2,1.2,105.3,104.0,1.3,263.3,20.2,2023
Bryce Pope,UCSD,.526,.492,153.4,1.7,13.6,7.6,10.4,7.3,2.0,1.4,28.3,-1.1,1.2,105.7,105.6,0.1,279.8,20.2,2023
Zach Anderson,FGCU,.578,.538,158.0,7.0,19.1,13.2,13.6,14.9,1.9,2.6,20.3,-1.1,1.4,115.4,100.7,14.7,310.3,20.2,2023
J.J. Romer Rosario,TAMUC,.591,.585,151.2,6.0,18.6,12.1,10.8,12.0,1.4,2.9,23.6,-2.2,1.2,111.8,106.1,5.7,194.1,20.2,2023
Jomaru Brown,CCU,.528,.456,161.9,1.5,9.9,5.8,22.3,15.5,3.9,0.2,29.8,-2.1,1.2,104.4,102.7,1.7,151.8,20.1,2023
Matthew Mayer,ILL,.546,.509,147.8,4.4,19.1,11.9,8.4,10.8,1.7,4.6,24.1,-2.4,1.3,111.8,93.8,18.0,285.8,20.1,2023
Brandon Rush,YSU,.603,.584,165.1,1.7,11.0,6.5,9.0,13.1,2.3,1.5,25.3,-3.2,1.3,113.0,102.7,10.3,253.6,20.1,2023
Noah Carter,MZZOU,.594,.572,153.6,7.3,15.1,11.3,15.2,12.7,1.4,2.5,21.6,0.2,1.3,118.6,107.8,10.7,249.3,20.1,2023
Tajion Jones,UNCA,.656,.647,167.3,3.7,13.8,9.1,7.3,8.3,1.5,1.2,18.4,-0.6,1.4,128.0,99.6,28.3,391.5,20.1,2023
Ricky Clemons,CAM,.610,.574,159.1,2.3,12.6,7.6,19.5,14.5,2.5,0.4,21.1,0.7,1.7,118.8,104.3,14.5,347.5,20.1,2023
David DeJulius,CINCY,.525,.481,161.0,1.3,7.0,4.2,31.1,10.7,2.0,0.1,24.5,5.7,1.2,115.6,102.2,13.4,365.6,20.1,2023
Enoch Cheeks,RMU,.545,.509,159.8,2.7,13.4,8.0,22.2,17.3,3.2,4.2,26.4,-2.0,1.2,103.6,95.2,8.4,326.5,20.1,2023
Nathan Mensah,SDSU,.557,.524,166.9,12.7,22.6,17.6,5.2,16.0,1.9,9.6,16.0,-3.2,1.4,112.9,89.0,24.0,301.4,20.1,2023
Brandon Brown,WAGNR,.509,.456,144.8,11.2,28.7,19.2,12.0,14.7,3.7,0.9,19.5,-1.8,1.2,108.4,89.9,18.5,304.9,20.1,2023
Pano Pavlidis,UHA,.594,.593,138.6,10.2,19.6,14.9,11.0,16.7,2.1,6.1,17.6,-2.3,1.3,111.5,102.6,8.9,244.9,20.1,2023
Devin McGlockton,BOS,.620,.578,183.2,10.4,17.6,13.9,10.7,15.6,1.8,4.9,17.7,-1.8,1.5,120.2,102.2,18.0,185.4,20.1,2023
Yazid Powell,BUFF,.512,.444,138.7,4.6,15.0,9.7,21.4,16.6,4.1,1.8,29.2,-2.8,1.2,101.7,100.2,1.5,217.0,20.1,2023
Nico Galette,HEART,.498,.478,138.1,8.4,15.8,12.1,12.3,12.7,2.8,3.2,27.2,-3.1,1.1,100.4,98.1,2.3,346.6,20.1,2023
Dawson Baker,UCI,.571,.526,163.2,2.4,11.2,7.0,9.2,10.8,1.7,0.2,27.9,-2.9,1.3,111.0,98.6,12.3,255.3,20.1,2023
Brandton Chatfield,SEA,.686,.650,183.2,11.4,16.6,13.9,6.5,11.2,1.6,5.3,13.3,-0.9,1.6,138.7,95.9,42.8,229.0,20.1,2023
Braxton Meah,UWASH,.710,.706,139.6,10.9,19.7,15.6,4.4,19.6,1.0,6.1,14.5,-4.1,1.8,124.7,97.8,26.9,303.8,20.1,2023
Jaylen Forbes,TULAN,.591,.533,167.4,1.6,13.8,7.9,8.8,8.9,2.7,1.1,23.3,-1.0,1.4,113.3,102.4,10.9,363.3,20.0,2023
Jordan Johnson,NEWOR,.634,.600,176.2,0.6,8.0,4.4,23.2,16.9,2.1,0.0,24.8,-1.0,1.5,116.2,109.1,7.1,278.6,20.0,2023
Jamarius Burton,PITT,.556,.510,162.9,5.0,12.0,8.6,27.1,16.0,1.6,0.5,25.5,0.5,1.3,111.4,105.1,6.2,353.5,20.0,2023
Sherif Gross-Bullock,BRYNT,.589,.558,157.6,1.7,15.0,8.7,18.4,17.3,1.6,0.5,28.4,-3.6,1.4,109.0,100.6,8.4,265.6,20.0,2023
Javian McCollum,SIENA,.577,.513,167.6,1.7,7.2,4.5,29.5,18.4,2.1,1.0,28.6,-1.6,1.4,108.9,103.9,5.0,229.5,20.0,2023
B.J. Freeman,UWM,.541,.486,157.3,4.0,14.3,9.4,20.0,15.8,1.4,1.1,31.2,-3.7,1.3,106.8,104.1,2.8,300.8,20.0,2023
Francis Nwaokorie,UCSD,.597,.569,159.9,9.1,17.4,13.2,7.7,12.9,1.9,2.5,20.0,-2.5,1.4,116.3,103.7,12.7,306.5,20.0,2023
Flynn Cameron,UCR,.564,.542,157.6,3.2,20.4,11.4,23.4,16.2,2.3,0.8,24.5,0.0,1.2,111.1,98.1,13.0,338.9,20.0,2023
Nicolas Timberlake,TOWS,.598,.561,171.6,1.8,11.9,6.9,14.1,13.8,1.7,1.2,24.8,-2.2,1.3,116.6,102.6,14.0,329.5,20.0,2023
Tyrin Lawrence,VANDY,.594,.556,160.4,2.4,15.1,8.8,12.3,13.7,2.0,0.5,22.6,-2.2,1.4,114.6,104.5,10.2,302.8,20.0,2023
Nick Ellington,EIU,.554,.520,113.6,11.7,17.9,14.8,5.2,14.7,2.0,6.7,22.1,-4.6,1.5,107.1,98.9,8.2,183.3,20.0,2023
Charles Pride,BRYNT,.584,.538,167.1,7.4,12.7,10.1,12.3,10.4,2.1,0.4,19.6,0.4,1.3,123.8,101.1,22.7,337.9,20.0,2023
Jase Townsend,SAND,.590,.543,170.8,1.0,12.2,6.4,14.8,9.6,1.6,0.0,22.8,0.8,1.4,119.4,114.8,4.6,235.8,20.0,2023
Jadyn Parker,UNF,.582,.589,110.6,8.7,18.9,14.0,6.7,13.0,1.1,7.7,16.9,-2.0,1.4,115.4,106.2,9.1,219.3,20.0,2023
Tae Williams,CLEST,.517,.518,116.7,9.4,16.9,13.2,12.1,13.6,3.0,1.4,23.1,-2.2,1.1,105.3,98.1,7.2,300.8,20.0,2023
DeAndre Dishman,MTSU,.522,.505,157.6,11.3,16.5,13.8,15.8,17.0,2.4,2.4,23.0,-2.5,1.3,106.2,99.6,6.5,283.1,20.0,2023
Zion Bethea,SFC,.546,.508,161.0,4.8,14.8,9.5,14.7,14.9,3.3,1.4,26.1,-3.7,1.3,104.9,98.3,6.6,189.1,19.9,2023
Tyler Whitney-Sidney,LEHI,.597,.519,166.1,1.9,18.0,10.2,16.4,17.4,2.7,0.0,25.0,-3.0,1.5,107.7,96.7,11.0,252.4,19.9,2023
Marcus Carr,TEXAS,.548,.512,156.8,1.1,9.7,5.4,22.4,9.7,2.7,0.2,23.8,3.5,1.2,115.1,97.7,17.4,398.0,19.9,2023
Paxson Wojcik,BRWN,.581,.557,153.1,1.8,23.8,12.6,19.4,12.4,2.1,0.1,21.6,0.9,1.4,113.8,97.5,16.3,334.1,19.9,2023
Zane Meeks,SANFR,.577,.548,152.9,11.9,18.5,15.3,7.9,14.4,0.3,1.7,26.1,-5.0,1.3,111.8,106.4,5.3,193.5,19.9,2023
Morgan Safford,MIAMI,.590,.542,161.4,5.8,16.5,11.2,14.3,14.3,2.1,1.1,23.0,-1.6,1.4,115.2,106.0,9.3,288.4,19.9,2023
"Greg Williams, Jr.",LA,.611,.581,157.6,3.6,10.6,7.2,7.9,8.5,2.1,1.7,19.5,-0.4,1.5,127.1,101.5,25.5,288.5,19.9,2023
Elias King,MTSU,.578,.563,160.2,5.5,18.6,11.8,4.4,8.6,1.5,3.1,20.4,-2.0,1.2,119.8,100.7,19.1,226.1,19.9,2023
Mark Freeman,MRHD,.544,.483,163.1,1.2,10.2,5.8,29.1,14.0,2.4,0.1,28.1,0.9,1.3,108.3,102.3,6.0,258.6,19.9,2023
Umoja Gibson,DEP,.582,.537,170.7,2.0,7.8,4.8,28.5,15.9,3.1,0.5,24.0,1.5,1.3,112.3,109.3,2.9,350.6,19.9,2023
Jaylin Williams,AUB,.563,.534,158.7,5.4,14.3,9.9,16.6,10.7,2.2,2.9,19.9,1.1,1.3,117.6,98.5,19.1,303.4,19.9,2023
Michael Graham,LOYMR,.692,.719,117.7,15.5,27.3,21.4,4.4,21.2,1.1,5.2,13.6,-4.1,1.6,124.2,99.7,24.5,178.8,19.9,2023
Camren Hunter,UCA,.521,.481,152.0,3.7,13.5,8.4,24.4,14.6,2.4,1.7,26.7,-0.4,1.2,104.7,109.7,-4.9,336.1,19.9,2023
Walter Whyte,BSTN,.533,.489,157.2,6.3,18.4,12.1,7.4,11.2,1.5,2.0,26.2,-3.6,1.2,106.9,100.1,6.8,282.6,19.9,2023
Dyondre Dominguez,UMass,.602,.581,163.7,6.2,20.5,13.0,12.4,14.6,1.2,3.2,20.6,-2.5,1.4,114.5,101.3,13.2,203.0,19.8,2023
Terquavion Smith,NCST,.494,.463,141.7,2.3,10.4,6.2,22.7,11.0,2.4,1.2,29.9,1.5,1.1,106.0,102.6,3.5,326.6,19.8,2023
Dalton Bolon,C of C,.537,.499,161.5,5.3,15.4,10.2,11.1,9.3,1.9,0.1,25.6,-1.3,1.2,115.3,95.6,19.7,244.9,19.8,2023
Isaiah Burnett,STONE,.556,.493,153.2,2.6,15.0,9.1,18.5,18.9,5.1,1.9,23.2,-2.4,1.4,101.5,94.3,7.2,317.3,19.8,2023
Derek Fountain,LSU,.623,.572,167.4,11.6,16.9,14.2,7.7,17.4,2.8,2.5,17.1,-3.5,1.6,119.1,103.3,15.8,234.3,19.8,2023
Warren Washington,ASU,.590,.563,122.9,8.6,20.4,14.5,11.7,15.8,1.1,7.4,17.4,-1.6,1.5,114.4,95.0,19.4,342.3,19.8,2023
Mason Harrell,TXST,.530,.467,162.5,1.5,10.2,5.7,15.6,8.2,1.9,0.1,25.6,0.9,1.2,113.9,105.9,8.0,265.8,19.8,2023
Andrew Taylor,MARSH,.504,.485,158.1,3.6,10.5,7.1,23.4,12.9,3.1,0.0,29.6,0.3,1.1,104.4,98.3,6.1,380.3,19.8,2023
Atin Wright,CSUN,.551,.474,158.5,2.5,9.5,5.9,13.7,12.3,2.5,0.1,28.1,-3.1,1.3,108.7,105.3,3.3,240.1,19.8,2023
Daniel Ortiz,UNA,.577,.560,160.9,1.5,14.6,8.1,7.1,10.9,2.1,0.7,26.3,-3.2,1.2,108.5,105.2,3.3,264.6,19.7,2023
Finn Sullivan,UVM,.551,.525,147.0,2.6,19.6,11.2,16.3,12.2,2.4,3.1,23.4,0.5,1.2,107.3,97.8,9.5,297.6,19.7,2023
Foster Loyer,DAV,.538,.468,163.4,1.4,13.8,7.7,27.1,15.2,2.9,0.1,27.4,0.8,1.3,105.7,100.9,4.8,323.4,19.7,2023
Jake Forrester,STLOU,.593,.571,223.4,10.9,23.4,17.4,9.7,18.4,0.7,6.0,21.3,-4.3,1.4,109.8,97.9,11.9,195.3,19.7,2023
Jesiah West,WIU,.538,.523,126.8,9.6,21.4,15.4,13.9,15.3,2.0,6.0,18.8,-0.6,1.4,110.1,99.5,10.6,319.9,19.7,2023
C.J. Kelly,UCF,.600,.553,164.9,2.0,12.6,7.3,19.3,17.7,2.9,2.6,22.8,-1.8,1.4,113.3,96.0,17.2,309.1,19.7,2023
Zion Styles,UMES,.574,.522,162.2,5.9,11.7,8.7,14.4,18.0,4.4,0.9,24.4,-4.2,1.4,106.7,91.4,15.3,227.6,19.7,2023
Darlinstone Dubar,HOF,.597,.585,163.5,7.1,15.6,11.6,7.6,10.4,1.3,1.3,20.5,-1.3,1.3,117.1,98.0,19.1,275.1,19.7,2023
Olivier Nkamhoua,TENN,.565,.542,154.5,7.8,16.2,12.0,17.6,14.4,1.1,3.2,22.8,-1.1,1.3,112.7,90.2,22.5,296.6,19.7,2023
Kobe Bufkin,MICH,.578,.542,168.6,2.7,12.5,7.8,17.3,13.8,2.3,2.1,21.8,0.0,1.3,112.6,100.1,12.5,336.5,19.7,2023
Tucker Richardson,COLGT,.516,.513,127.7,1.7,17.1,9.7,28.1,15.6,3.5,0.9,24.3,3.9,1.2,105.2,98.3,6.9,429.0,19.7,2023
Matt Cross,UMass,.510,.453,154.9,9.5,17.8,13.5,14.2,15.3,3.1,2.5,25.1,-3.5,1.2,103.5,98.0,5.5,227.9,19.6,2023
Cam Burrell,LIND,.541,.517,149.2,8.2,14.9,11.6,12.9,12.9,2.6,5.6,19.2,-0.8,1.2,109.9,100.7,9.1,324.1,19.6,2023
Jaykwon Walton,WICHI,.649,.618,171.7,3.3,15.8,9.9,12.3,15.0,1.4,0.9,20.2,-1.9,1.5,119.8,101.2,18.6,278.0,19.6,2023
Souley Boum,XAV,.596,.532,171.5,1.4,12.8,7.4,20.1,12.1,1.6,0.4,21.6,2.6,1.4,121.8,104.5,17.3,439.3,19.6,2023
Anthony Dell'Orso,CAM,.596,.551,163.9,4.8,22.0,13.6,10.0,15.6,1.9,0.7,23.8,-3.9,1.4,109.7,102.7,7.0,290.8,19.6,2023
Matthew Marsh,WF,.804,.883,130.2,7.4,20.9,14.4,3.7,8.8,0.5,1.2,11.8,-0.8,2.0,151.6,106.4,45.2,184.1,19.6,2023
Nate Martin,TXST,.575,.518,126.8,12.7,17.6,15.1,8.1,16.5,0.9,4.5,20.6,-4.0,1.5,113.8,103.6,10.2,185.8,19.5,2023
Javon Small,ECAR,.558,.483,158.5,2.7,13.2,7.9,35.1,19.3,2.0,0.7,25.1,0.9,1.4,110.7,101.1,9.6,207.5,19.5,2023
Jaemyn Brakefield,MISS,.631,.606,162.1,6.0,18.9,12.3,12.1,14.9,1.5,0.7,18.3,-1.5,1.5,120.3,103.9,16.5,309.3,19.5,2023
K.K. Curry,UTM,.624,.606,160.6,7.2,20.2,13.9,3.7,13.6,2.7,2.5,16.3,-3.0,1.6,119.9,98.2,21.8,252.6,19.5,2023
Maxwell Lewis,PEPP,.568,.526,160.7,4.5,15.8,10.4,17.2,18.0,1.4,2.4,28.2,-4.2,1.3,104.5,107.6,-3.1,311.0,19.5,2023
Taylor Funk,USU,.585,.561,172.1,5.4,16.6,11.3,11.2,10.8,1.7,2.5,21.8,-0.7,1.2,115.1,99.8,15.3,348.3,19.5,2023
"Antonio Daye, Jr.",CCU,.535,.474,150.2,2.1,15.8,8.9,32.7,17.7,2.3,0.2,26.4,1.2,1.3,106.5,112.2,-5.6,191.3,19.5,2023
Emoni Bates,EMICH,.528,.484,151.7,2.4,19.3,10.7,9.4,12.2,1.2,1.8,31.6,-4.7,1.2,101.8,113.9,-12.0,268.9,19.5,2023
Joshua Lusane,CAM,.509,.471,148.1,5.8,15.3,10.6,20.4,12.8,2.7,3.2,25.8,0.1,1.2,104.3,101.3,2.9,212.1,19.5,2023
Charlie Peterson,USMA,.564,.588,103.9,13.0,16.2,14.6,16.9,14.8,1.5,1.8,19.0,0.5,1.4,117.1,102.5,14.7,244.8,19.5,2023
"Joe Munden, Jr.",FDU,.558,.523,154.9,6.8,21.9,13.9,8.6,13.9,2.2,0.9,25.1,-4.0,1.3,108.5,102.4,6.1,198.8,19.5,2023
Jacco Fritz,CAN,.614,.588,166.0,8.8,18.8,13.6,19.3,17.0,2.0,1.8,15.7,1.4,1.5,122.7,102.4,20.3,286.1,19.5,2023
Kadary Richmond,SETON,.502,.453,155.5,2.8,19.3,11.2,32.0,17.9,4.2,1.2,22.6,1.9,1.2,102.3,89.9,12.4,262.1,19.5,2023
R.J. Davis,UNC,.567,.515,168.1,2.0,14.5,8.3,18.4,11.7,1.8,0.2,22.9,0.6,1.3,116.0,101.2,14.8,340.3,19.5,2023
Alonso Faure,L-MD,.607,.606,146.8,9.8,25.0,17.2,10.0,17.9,1.2,2.8,20.5,-4.0,1.4,110.4,103.0,7.5,248.9,19.5,2023
William Douglas,PVAMU,.520,.466,158.1,5.1,16.5,10.5,18.2,15.8,2.6,0.4,30.4,-4.7,1.2,101.4,96.9,4.5,233.8,19.4,2023
Faizon Fields,ODU,.580,.551,119.2,14.7,14.6,14.7,2.9,12.3,1.7,5.9,14.9,-2.7,1.5,122.3,98.4,23.9,159.8,19.4,2023
Yaw Obeng-Mensah,UMBC,.528,.507,122.1,9.0,25.0,16.9,8.4,11.4,2.1,2.6,20.5,-1.6,1.2,108.6,101.6,7.0,255.0,19.4,2023
Kobe Johnson,USC,.592,.539,167.0,5.8,13.9,10.2,16.5,18.3,4.4,1.6,16.8,0.0,1.4,114.8,93.8,21.0,321.0,19.4,2023
A.J. Hoggard,MCHST,.523,.452,154.9,0.8,13.7,7.5,38.7,17.4,1.7,1.2,26.3,4.6,1.3,107.6,102.4,5.2,329.8,19.4,2023
Frankie Policelli,SB,.552,.511,159.1,6.1,27.7,17.4,13.0,13.2,1.3,1.2,23.7,-2.2,1.3,106.4,101.2,5.2,381.8,19.4,2023
Tyron Brewer,UAB,.561,.539,170.5,10.7,13.8,12.3,4.2,9.6,2.4,2.1,18.3,-2.1,1.2,119.5,97.2,22.3,245.1,19.4,2023
Daniel Batcho,TXTCH,.621,.618,180.2,10.3,18.9,14.8,10.9,20.7,1.2,7.4,16.7,-3.1,1.6,113.9,98.6,15.3,203.1,19.4,2023
Curtis Jones,BUFF,.528,.502,155.0,3.4,14.3,8.8,17.7,7.0,2.3,0.4,22.7,2.7,1.1,116.6,104.6,12.0,325.1,19.4,2023
Alex Ducas,STMRY,.593,.562,171.5,4.6,13.7,9.1,6.7,9.1,1.9,1.4,20.2,-1.3,1.3,121.9,95.2,26.7,305.5,19.4,2023
Aanen Moody,MONT,.604,.562,170.3,1.7,12.0,6.9,11.5,10.5,1.5,0.1,24.1,-1.0,1.4,117.8,109.3,8.5,232.4,19.4,2023
Myles Burns,MISS,.484,.445,129.4,11.0,16.4,13.6,11.1,12.7,5.3,1.7,18.1,-0.8,1.1,106.3,95.6,10.7,297.3,19.4,2023
Boden Skunberg,NDSU,.574,.531,171.0,2.6,16.8,9.9,9.8,9.8,0.9,0.6,23.8,-1.3,1.3,114.7,106.6,8.1,289.3,19.4,2023
Bowen Born,UNI,.560,.501,161.3,0.6,8.3,4.4,17.7,12.8,1.6,0.0,29.4,-1.6,1.3,107.9,106.3,1.6,257.5,19.4,2023
Jalen Rucker,USMA,.549,.511,159.0,1.6,14.1,8.1,23.3,15.6,1.5,0.4,29.0,-1.3,1.2,106.1,104.2,1.9,299.5,19.4,2023
"Wendell Green, Jr.",AUB,.515,.423,150.0,1.5,11.8,6.8,29.0,16.9,3.5,0.1,28.3,0.1,1.3,105.0,98.2,6.8,282.5,19.4,2023
"Desmond Cambridge, Jr.",ASU,.516,.489,154.5,3.5,10.2,6.9,17.5,9.8,3.4,2.1,25.7,0.4,1.1,106.0,95.7,10.3,291.6,19.4,2023
Jason Spurgin,SUU,.622,.603,132.3,10.5,14.6,12.6,7.4,18.6,1.5,6.5,17.2,-3.7,1.5,116.8,97.8,19.0,347.3,19.4,2023
Keyontae Johnson,KSU,.593,.568,163.7,5.7,18.9,12.5,13.5,16.7,1.7,0.6,25.8,-4.3,1.4,107.6,97.5,10.1,396.4,19.4,2023
Cam Christon,GRAMB,.584,.556,154.1,4.3,17.6,11.2,11.2,14.8,2.3,2.1,23.3,-3.4,1.4,111.0,89.5,21.6,276.6,19.4,2023
Brock Mackenzie,IDHST,.616,.589,173.0,2.1,8.9,5.4,13.4,9.5,1.3,0.2,21.7,0.2,1.4,120.4,109.6,10.8,255.1,19.3,2023
Ryan Moffatt,COLGT,.663,.652,172.6,3.7,13.4,8.7,9.4,8.0,2.9,0.3,15.0,1.6,1.4,131.4,101.2,30.2,330.0,19.3,2023
Omar El-Sheikh,ARKST,.524,.491,123.4,12.7,29.3,20.8,5.7,18.1,2.2,2.6,24.7,-7.0,1.4,99.6,98.6,1.0,315.4,19.3,2023
A.J. Staton-McCray,SAMF,.560,.516,151.5,6.0,16.5,11.3,5.8,11.0,4.7,1.0,18.7,-2.1,1.3,114.8,95.1,19.8,205.4,19.3,2023
Kevin Cross,TULAN,.548,.491,159.6,3.3,20.0,12.0,25.5,14.9,1.1,2.6,24.6,1.3,1.3,107.0,102.9,4.1,349.9,19.3,2023
Tyreek Scott-Grayson,ODU,.520,.479,142.6,3.1,15.4,9.2,20.2,13.0,2.0,2.1,26.4,-0.8,1.2,106.9,99.9,7.0,244.4,19.3,2023
Larry Moreno,SFC,.575,.527,161.4,5.2,6.0,5.6,20.4,13.5,2.9,1.8,21.0,0.8,1.4,117.5,104.8,12.6,136.9,19.3,2023
R.J. Luis,UMass,.542,.488,159.2,7.5,15.5,11.4,12.7,17.0,2.8,1.5,26.8,-5.6,1.3,103.6,97.6,6.1,181.6,19.3,2023
Dezi Jones,QUIN,.575,.522,167.2,2.1,13.5,7.9,27.5,19.9,2.3,1.2,24.4,-0.6,1.4,109.6,99.7,10.0,281.6,19.3,2023
Jalen Blackmon,STET,.550,.505,166.3,1.5,8.5,5.0,12.0,10.5,1.2,0.6,28.7,-1.8,1.2,111.0,113.3,-2.3,214.6,19.3,2023
Jacob Nicolds,UTECH,.728,.701,188.3,6.1,15.4,10.7,11.1,21.2,1.6,1.0,18.3,-4.1,1.9,124.2,103.6,20.6,243.0,19.3,2023
"Keith Higgins, Jr.",LEHI,.602,.571,173.0,0.9,9.3,5.3,11.8,8.5,2.0,0.4,21.9,0.1,1.3,115.6,101.6,14.0,265.1,19.3,2023
Ben Wight,W&M,.536,.511,113.0,11.1,14.2,12.6,8.2,13.4,1.9,2.3,23.9,-3.8,1.3,107.4,106.4,1.0,238.5,19.3,2023
Sincere Carry,KENT,.515,.469,152.5,1.3,10.8,6.0,25.3,13.3,2.6,0.7,26.5,1.5,1.2,108.3,96.4,11.9,371.6,19.3,2023
Jackson Stormo,SIENA,.560,.509,131.8,10.0,13.2,11.6,11.5,13.5,0.6,4.0,22.5,-2.6,1.3,112.7,102.1,10.6,267.0,19.3,2023
Jonathan Cisse,UIW,.560,.489,170.6,2.3,9.0,5.5,17.6,14.2,2.5,0.1,26.1,-1.8,1.3,108.9,107.4,1.4,269.6,19.3,2023
John Tonje,COLST,.611,.565,167.7,3.0,15.9,9.8,8.4,13.4,1.5,1.4,24.7,-3.3,1.4,110.3,107.1,3.1,294.8,19.2,2023
Keondre Kennedy,UNCG,.583,.545,166.2,4.4,19.1,12.0,10.6,13.7,1.8,2.4,22.6,-2.5,1.3,112.4,93.6,18.8,300.6,19.2,2023
Kristian Sjolund,UP,.626,.600,168.8,6.5,15.9,11.4,9.9,13.8,1.0,2.0,22.3,-2.9,1.4,116.0,110.0,6.0,253.8,19.2,2023
Javon Pickett,STLOU,.553,.510,157.7,7.3,16.1,11.9,13.4,10.8,1.3,0.5,22.8,-0.2,1.3,114.6,102.4,12.2,223.9,19.2,2023
Maxime Raynaud,STAN,.570,.565,141.4,10.6,24.2,17.4,8.5,15.9,1.4,3.0,21.5,-4.0,1.2,107.5,101.0,6.5,247.6,19.2,2023
Jamal Johnson,CHATT,.608,.569,163.5,3.2,14.1,8.8,8.0,11.5,2.0,1.5,22.1,-2.2,1.4,117.2,104.3,12.9,311.0,19.2,2023
Francis Okoro,STLOU,.575,.565,115.4,17.4,26.4,22.1,5.6,23.2,1.5,7.1,17.4,-5.8,1.4,107.2,94.4,12.8,285.1,19.2,2023
Malik Jefferson,MSMU,.516,.506,106.6,12.0,26.2,19.2,11.1,14.9,1.6,3.1,21.7,-3.0,1.2,103.1,94.9,8.2,196.3,19.2,2023
Ishmael Leggett,URI,.527,.453,155.7,5.4,14.5,9.9,16.7,13.0,2.3,0.8,26.0,-2.2,1.3,107.6,102.1,5.5,304.0,19.2,2023
Noah Clowney,UA,.576,.553,141.8,9.1,22.6,16.3,6.1,13.1,1.3,3.4,18.1,-2.7,1.4,117.0,88.8,28.3,347.1,19.2,2023
Stephane Ingo,MRST,.518,.489,109.4,18.2,15.8,17.0,6.3,12.7,1.6,7.6,13.6,-1.3,1.3,118.4,98.7,19.7,187.0,19.2,2023
Ja'Kobi Gillespie,BLMNT,.525,.498,146.1,1.4,9.9,5.7,28.1,16.6,4.0,1.6,25.5,1.8,1.2,104.1,100.4,3.7,213.0,19.1,2023
Damarco Minor,SIUE,.537,.465,159.1,5.1,14.5,9.9,17.7,12.5,2.2,0.5,23.1,-0.2,1.3,112.8,101.0,11.7,325.9,19.1,2023
Naje Smith,BOISE,.598,.576,158.6,8.8,15.5,12.3,9.0,15.9,1.4,4.0,19.1,-2.7,1.4,115.6,94.7,20.9,293.6,19.1,2023
Christian Ings,NORF,.663,.653,167.0,3.3,6.3,4.9,26.0,23.3,2.2,1.2,19.5,0.2,1.5,116.9,102.5,14.4,101.6,19.1,2023
Tobias Cameron,ACU,.649,.598,178.5,6.5,16.7,11.2,17.6,22.6,2.9,1.6,19.4,-2.4,1.6,113.8,98.2,15.5,246.5,19.1,2023
Race Thompson,IU,.551,.523,146.4,8.9,16.9,13.2,7.6,12.3,2.4,4.2,19.2,-1.7,1.3,111.5,97.2,14.3,229.6,19.1,2023
Robin Duncan,UVM,.544,.554,124.2,8.1,22.5,15.3,25.8,16.1,1.7,1.4,15.5,5.2,1.3,120.0,100.3,19.7,390.1,19.1,2023
Le'tre Darthard,UVU,.591,.521,166.9,2.8,9.6,6.5,9.9,11.1,2.3,1.8,21.9,-1.3,1.4,117.7,95.4,22.3,316.1,19.1,2023
Brandon Stone,DESU,.566,.558,143.9,7.1,19.0,12.8,8.0,14.3,0.9,3.7,24.6,-4.9,1.2,103.8,106.5,-2.7,158.1,19.1,2023
Federiko Federiko,PITT,.669,.667,131.4,12.9,14.1,13.5,3.9,14.8,1.0,8.0,12.8,-2.3,1.6,131.4,100.6,30.8,275.5,19.1,2023
Demetre Roberts,FDU,.544,.492,154.8,1.5,10.2,5.6,22.9,12.8,2.1,0.5,25.1,1.7,1.3,113.2,107.4,5.8,357.4,19.1,2023
Christian Ray,DEL,.593,.561,135.5,10.5,22.1,16.2,12.6,13.4,1.6,1.4,14.8,0.5,1.5,123.7,103.0,20.7,387.9,19.1,2023
Kobe Stewart,PRSBY,.576,.575,140.7,10.8,17.5,14.0,13.9,15.9,1.9,3.0,18.5,-1.7,1.3,112.9,104.1,8.8,206.9,19.1,2023
Moses Wood,UP,.622,.573,169.1,5.0,17.9,11.7,11.2,13.8,0.9,2.0,22.1,-2.2,1.5,118.0,109.5,8.5,308.0,19.1,2023
K.J. Adams,KU,.625,.622,122.9,9.3,9.7,9.5,13.3,15.3,1.5,3.1,18.3,-0.8,1.5,119.8,99.5,20.4,303.3,19.1,2023
Aboubacar Traore,LBSU,.588,.559,152.2,11.7,20.2,16.0,19.0,22.4,2.1,2.3,16.6,-0.5,1.5,112.6,97.5,15.1,405.3,19.1,2023
Demarcus Demonia,TAMUC,.533,.504,138.3,6.4,15.7,10.9,11.9,13.0,2.1,1.1,27.4,-3.1,1.2,105.0,106.5,-1.5,292.6,19.1,2023
Brandon Johnson,ECAR,.568,.521,151.8,9.0,20.6,14.6,12.5,15.0,1.7,2.2,19.5,-2.0,1.4,114.3,101.4,12.8,355.3,19.1,2023
