Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,Year
Vuk Stevanic,WIU,0.584,0.552,143.2,6.8,8.2,7.5,13,14.4,1.6,0.7,19.3,-1,1.4,114.3,107.7,6.6,198.5,16.7,2023
Aguek Arop,SDSU,0.595,0.583,149.6,9,13,11,10,18.1,2.3,4.5,14.9,-1.9,1.3,113.5,94.3,19.2,161,16.7,2023
Alimamy Koroma,POLY,0.557,0.507,155.6,7.1,14.9,10.9,3.9,15.4,0.9,4.3,24.1,-6,1.3,102.7,100.8,2,191.1,16.7,2023
Dude Collum,CSUB,0.499,0.444,151.9,6.4,16.9,11.5,13,13.5,1.4,1,28.4,-3.9,1.2,98.8,101.6,-2.9,204.5,16.7,2023
Joe Toussaint,WVU,0.51,0.438,148.7,3.7,12.9,8.2,23.2,14.6,2.2,0.2,24.7,0.7,1.2,108.8,102.6,6.3,184,16.7,2023
Tom Welch,L-IL,0.681,0.674,155.6,8.4,17,12.8,14.5,22.8,1.5,2.1,16.4,-2.5,1.6,116.4,106.3,10,184.6,16.7,2023
Casey Morsell,NCST,0.614,0.596,166.6,4.5,10.5,7.4,4.3,6.6,1.8,2,14.6,-0.2,1.3,129.3,103.4,25.9,308.3,16.7,2023
Hunter Woods,PORTL,0.558,0.529,153.3,4.7,21.6,12.5,8.8,14.8,3.1,2.1,19.8,-2.7,1.3,105.7,99.8,5.9,236.4,16.7,2023
Cormac Ryan,ND,0.54,0.505,157.9,2.5,12.2,7.3,14.4,11.7,2.3,1.3,21.1,0.5,1.2,107,108.9,-2,269.4,16.7,2023
Eli Lawrence,MTSU,0.546,0.505,157.7,4.1,13.9,8.8,9,12.5,2.2,1.2,21.7,-2.3,1.2,111.3,101.2,10,223.1,16.7,2023
Dorian James,UNF,0.63,0.608,146.7,9.3,17.2,13.4,9.4,15.4,0.9,2.7,13,-0.4,1.5,126.6,109.7,16.9,205.8,16.7,2023
Grant Sherfield,OKLA,0.543,0.501,166,0.9,8.3,4.8,21.4,13.3,1.2,0,27.3,-0.3,1.2,105.2,105.7,-0.5,244,16.6,2023
Sean Halloran,ELON,0.54,0.493,164.7,1.9,9.4,5.7,25.5,17.6,3.1,0.1,22.9,0.3,1.2,103.8,106.9,-3.1,269.3,16.6,2023
Matthew Cleveland,FLAST,0.508,0.475,148.4,5.2,21.8,13.6,10.9,13.9,1.4,2.7,24.2,-3,1.2,99,107.9,-8.9,292.5,16.6,2023
Arturo Dean,FIU,0.474,0.452,127.4,4.1,12.5,8.4,25.6,20.1,4.8,1,26.7,-2,1.1,91.7,100,-8.3,254.3,16.6,2023
John Poulakidas,YALE,0.561,0.531,162.7,2.4,10.5,6.7,8.6,8,1.2,1.8,20.6,0,1.2,116.4,96.9,19.5,210.6,16.6,2023
Golden Dike,L-MD,0.502,0.529,110.7,11.7,24.9,18.1,18.8,21,1.8,2.8,20.3,-2,1.2,98.1,103.5,-5.4,246.3,16.6,2023
Babacar Faye,C of C,0.583,0.526,125.9,9.8,25.1,17.2,6.3,22.2,1.4,4.6,16.1,-4.9,1.6,109,90.5,18.5,170.4,16.6,2023
Obinna Anochili,MARSH,0.531,0.505,126.2,6.3,14.3,10.3,6.2,10.3,2.2,5.4,16.9,-1,1.3,111.7,95.7,16,238,16.6,2023
Chris Greene,UAPB,0.538,0.519,146.1,3.2,17.3,9.9,14.7,15.3,2.7,2.1,27.3,-4.5,1.2,98.1,94.8,3.3,171.1,16.6,2023
Samuell Williamson,SMU,0.49,0.478,120.3,10.1,19.4,14.6,17.5,17.6,2.7,2.7,19.2,-1,1.1,99.5,101.5,-2.1,308.8,16.6,2023
Stephaun Walker,RMU,0.588,0.563,146.2,15.8,19.9,17.8,3.5,17.8,0.3,1.7,17.9,-5.1,1.3,112.2,101.3,10.9,179.4,16.6,2023
Clark Slajchert,PENN,0.549,0.507,166,3.1,8.8,6.1,12.2,12.8,2.1,0,25,-2.2,1.2,108,106,2,173.3,16.6,2023
Trevor Lakes,USI,0.6,0.582,165.4,3.1,16.5,9.6,7.6,8.6,0.8,1.9,17.5,-0.5,1.3,123.6,105.8,17.9,298.1,16.6,2023
Chuck O'Bannon Jr.,TCU,0.511,0.47,144.2,7.9,10.6,9.2,8.1,7.7,2.1,4.7,18.5,0.2,1.2,113.8,96.7,17.2,212,16.6,2023
Marcus Hammond,ND,0.576,0.565,156.3,2,10.8,6.3,13.3,10,1.2,1.1,20.8,0.5,1.2,111,113.8,-2.8,143.9,16.6,2023
Isaac McBride,ORU,0.602,0.579,172.2,1,8.5,4.9,13.8,9.9,1.2,0,17.5,2.1,1.3,121.5,104.3,17.2,287.9,16.6,2023
Maleeck Harden-Hayes,UNCW,0.621,0.573,176.7,6.3,13.3,9.8,5.2,12.7,0.9,1.3,17.5,-2.6,1.4,121.2,100.6,20.6,222.3,16.6,2023
Jordan Gainey,USCU,0.511,0.475,151.7,0.9,8.8,4.9,15.7,15.1,3.5,1.2,29,-3.5,1.1,96.3,101,-4.7,215,16.6,2023
Brooks Barnhizer,NWU,0.522,0.47,155.5,6.4,19,12.4,9.2,10.1,2,1.9,18,-0.5,1.2,110.7,95.6,15.1,229.4,16.6,2023
Yuri Covington,UML,0.593,0.563,167.5,3.5,13.7,8.9,7.1,16,2,1,22.9,-4.8,1.3,111.7,95.9,15.8,128.3,16.6,2023
Reyne Smith,C of C,0.55,0.5,159.1,0.6,9.1,4.7,9.9,5.8,1.7,0.1,20.2,1.2,1.2,123.9,98.1,25.8,208.6,16.6,2023
Andrew Carr,WF,0.576,0.549,157.3,7,16.1,11.7,6.9,13.6,1.7,3.3,17.5,-2.1,1.3,112.2,103.1,9.1,295.8,16.6,2023
Chase Audige,NWU,0.482,0.442,152.5,2.3,10.1,6,18.9,14.2,4.2,2.3,26.4,-1.5,1.1,96.1,93.6,2.5,273.9,16.6,2023
Tre Mitchell,WVU,0.569,0.53,162.4,5.5,18,11.7,11.8,17.3,1.6,2.3,20.5,-3.1,1.3,109.3,101.4,7.9,276.4,16.5,2023
Chris Mann,USMA,0.541,0.525,141.4,4.2,17.4,11.1,10.7,16.4,1.7,1.3,24.5,-4.2,1.2,99.8,102.8,-3,193.4,16.5,2023
Ra Kpedi,IPFW,0.597,0.604,115,15.6,20.1,17.8,3.3,14.2,1,1.4,12,-2.1,1.6,125.7,100.1,25.6,288.8,16.5,2023
Brock Cunningham,TEXAS,0.615,0.579,176,11.9,11.5,11.7,12.3,14.6,2.7,1.1,12,1.6,1.4,131,96.5,34.5,208.6,16.5,2023
Skyelar Potter,JKSNV,0.571,0.539,154.5,2.3,16.7,9.5,11.4,15.4,1.6,1.1,23.6,-3.5,1.3,107.6,104.8,2.8,249.8,16.5,2023
Sean Yoder,USNA,0.563,0.534,159.6,4.3,17.7,11.1,17,18.2,1.7,1.1,21.1,-1.3,1.3,107,99.1,7.9,245.8,16.5,2023
Tamin Lipsey,IWAST,0.532,0.495,144.1,6,12.1,8.8,28.3,26.3,4.5,0.5,16.5,1.7,1.2,103.6,92.4,11.1,283.5,16.5,2023
Izaiyah Nelson,ARKST,0.524,0.525,101.7,12.6,23,17.7,2.5,17.1,1.8,8.6,16.4,-4.7,1.3,102.2,97.7,4.5,171.1,16.5,2023
Andre Kelly,UCSB,0.568,0.563,115.1,6.8,24.2,15.8,6.6,13.4,1.2,2.8,18.5,-2.4,1.2,108.6,97.7,10.9,260.4,16.5,2023
Eric Gaines,UAB,0.504,0.443,152.9,1.8,11.6,6.8,26.2,21.1,3.6,2.4,23.7,-0.6,1.2,100,94.9,5.1,316.6,16.5,2023
Chase Hunter,CLEM,0.528,0.479,157.8,0.9,9.9,5.7,26.9,14.8,1,0.9,25.4,2.2,1.2,106.7,103.4,3.4,251.8,16.5,2023
Carlos Jurgens,ORU,0.543,0.534,140.5,3.6,13.9,8.9,14.6,12.6,1.8,1.4,18.6,1.2,1.2,111,100,11,261.1,16.5,2023
Alden Applewhite,UP,0.576,0.51,146.8,2.7,16.9,10.1,13.3,17,2.2,0.6,23.6,-3.4,1.6,107.3,107.8,-0.5,139.9,16.5,2023
Da'Sean Nelson,DEP,0.588,0.556,159.1,6.9,16.7,11.8,14.4,22.8,1.8,3,22.6,-5.4,1.4,101.1,106.7,-5.7,215.6,16.5,2023
Caleb Fields,ARKST,0.526,0.468,139.9,2,11.3,6.5,31.2,19.1,1.9,0.2,22.7,1.8,1.4,104.4,106.8,-2.4,270.4,16.5,2023
"Terrance Ford, Jr.",ARKST,0.548,0.507,163.4,1.8,8.6,5.1,20.4,11.7,2.6,0,20,2.1,1.3,112.4,105.9,6.5,223.4,16.5,2023
"Dajuan Harris, Jr.",KU,0.533,0.525,147.2,2.5,6.2,4.4,31.2,19.6,3.6,1.3,15.3,6,1.2,111.3,97.5,13.8,382.6,16.5,2023
Joseph Girard III,SYRA,0.542,0.503,164.1,0.7,8.4,4.7,16.7,13.7,1.4,0,26,-1.2,1.2,105.7,111.8,-6.1,257.5,16.5,2023
"Kino Lilly, Jr.",BRWN,0.571,0.544,166.6,1.1,6.2,3.6,15.4,14.2,1.8,0.1,25.3,-2.3,1.2,105.6,103.2,2.4,209.3,16.4,2023
Chris Mantis,APPST,0.554,0.537,153,1.4,12.6,7.1,7.9,9.5,2.1,1.7,20.7,-1.1,1.2,107.7,96.7,11,133.3,16.4,2023
Wooga Poplar,UMFL,0.577,0.548,171.2,2.5,14.6,8.6,10.7,13.7,2.8,1.1,18.2,-0.8,1.3,113.4,103,10.4,225.4,16.4,2023
Deante Johnson,CLEST,0.592,0.554,125,10.7,15,12.9,9.2,20.5,1.3,4.7,13.6,-1.9,1.5,115.1,101.3,13.8,310.5,16.4,2023
Jeremiah Oden,UWYOM,0.537,0.511,148.4,3.9,15.3,9.6,7.4,11.8,1.6,2.3,22.8,-2.9,1.2,103.8,108.6,-4.7,169.8,16.4,2023
Marcus Garrett,BTHCK,0.491,0.445,146.9,5.5,15,10.1,19.3,14.8,2.3,0,25.4,-1.5,1.2,99.6,107.3,-7.7,262.5,16.4,2023
Sage Tolbert III,SJSU,0.525,0.498,144.1,9.7,22.1,15.9,5.6,12.9,1.5,1.8,16.8,-2.3,1.2,111.1,101.4,9.7,281.9,16.4,2023
Wheza Panzo,STET,0.633,0.624,169.4,3.1,16.4,9.7,6.3,5.4,1.7,2.2,12.7,1.2,1.3,134.4,108.7,25.8,260.9,16.4,2023
Michael Duax,UNI,0.598,0.6,143.9,5.4,15,10.2,7.7,16,2.6,1.2,18,-3,1.4,109,101.1,7.9,229.5,16.4,2023
Quincy Anderson,MRRY,0.572,0.53,159.1,3.1,16.5,9.9,7.4,11,1.8,0.6,19.4,-1.6,1.4,112.8,105.8,7,148.9,16.4,2023
Kenny Jones,L-MD,0.577,0.565,162.7,0.9,9.1,4.9,25,21.2,3.4,0.7,22.3,-1,1.2,102.2,104.9,-2.7,249.9,16.4,2023
Dibaji Walker,APPST,0.587,0.56,156.7,5.2,17.9,11.7,3.8,13.6,1.4,2.7,19.7,-3.9,1.3,109,94.8,14.2,123.4,16.4,2023
Jared Turner,NEU,0.661,0.674,145.5,2.2,19.1,10.6,9.2,9.1,0.8,0.9,14.8,0.3,1.4,129.3,106.9,22.4,128.8,16.4,2023
A.J. Plitzuweit,SODAK,0.606,0.547,173.3,0.9,9.2,5.1,20.2,15.7,1.2,0.4,22,-0.2,1.4,114.1,112.7,1.5,178,16.4,2023
Jlynn Counter,IUPUI,0.548,0.504,155,1.6,15.8,8.7,25.1,22.7,1.8,0.2,29.8,-5.8,1.3,95.8,113.3,-17.6,213.8,16.4,2023
Tyler Wahl,UWISC,0.476,0.438,135,6.1,19.9,12.7,17.9,15.8,2.4,1.7,25.1,-1.8,1.1,95.3,94.4,0.9,258.4,16.4,2023
Nate Johnson,SEMO,0.649,0.656,123.9,10.7,11.8,11.2,6,15.5,0.9,5.1,14.9,-2.6,1.5,121.8,102.5,19.2,183.5,16.4,2023
Aaron Gray,NIAG,0.539,0.509,149.6,4.4,14.6,9.6,7.4,8.7,1.2,1,21.9,-1.2,1.2,110.5,105.1,5.4,221.6,16.4,2023
Luke House,DREX,0.616,0.585,173,3.8,11.7,7.7,8.3,6.6,1,0.9,14.8,1,1.4,130.8,98.9,31.9,216.6,16.4,2023
Mohamed Sanogo,FIU,0.643,0.667,117.5,7,15.2,11.2,6.4,21.4,1.3,6.6,15.7,-4.2,1.6,109.3,103.8,5.5,182.4,16.4,2023
Bryce Johnson,CHIST,0.589,0.567,162.7,5.8,11.8,8.8,6.6,11.5,1.6,1.6,17.4,-1.8,1.3,119.4,109.8,9.6,210.5,16.3,2023
O'Mar Stanley,STJ,0.665,0.675,166,7.6,12.8,10.2,4.3,15.4,1.5,5.6,12.9,-2.4,1.5,122.2,101.5,20.7,132.9,16.3,2023
Jarron Coleman,BLLST,0.504,0.466,150.4,2,14.9,8.6,22,15,2.3,1,24.7,0.2,1.1,104.2,101.9,2.3,274,16.3,2023
Donta Scott,UMD,0.479,0.45,147.8,6.9,17.7,12.3,10.5,10.1,1.3,2.7,22.5,-0.9,1,103.8,98.2,5.6,284.3,16.3,2023
Justin Harmon,UVU,0.531,0.495,152.2,3,10.8,7.3,20.3,18.7,2.5,0.8,27.9,-3.7,1.2,98,95,3,266.4,16.3,2023
Dylan Brougham,OMAHA,0.663,0.674,126.7,9.3,12.4,10.9,3.2,13.6,1.3,7.7,12.5,-2.2,1.7,126.7,108.6,18.1,141,16.3,2023
Kenny Noland,COM,0.559,0.524,153.9,5.2,7.5,6.3,17.9,18,3.3,0.4,19.6,-1.5,1.3,106.1,106.4,-0.3,135.5,16.3,2023
Kamaka Hepa,HAW,0.559,0.53,165.3,5,20.1,12.8,10.2,13.4,0.9,2.3,19.7,-1.9,1.2,109.8,93.4,16.4,293.6,16.3,2023
Xavier Johnson,IU,0.542,0.476,158,0.9,12.9,7.4,31.2,23.6,2.6,0,23.5,1.8,1.3,103.7,93.5,10.3,84.4,16.3,2023
"Mark Mitchell, Jr.",DUKE,0.554,0.508,158.4,6.1,13.4,9.9,8.3,13.8,1.4,2,18.1,-2,1.3,112.8,98.4,14.4,249.6,16.3,2023
Kadar Waller,MVSU,0.569,0.476,159.4,2.5,11.2,6.8,22.3,21.6,2.8,0.2,23.3,-3.5,1.5,102.9,108.9,-6.1,126.8,16.3,2023
Peter Suder,BELL,0.522,0.483,151.2,6.2,15,10.7,19.6,16.9,2.5,1.3,23.7,-0.9,1.2,101.9,104.6,-2.7,221.9,16.3,2023
Cameron Healy,SUU,0.592,0.574,164.5,2,10.8,6.5,16.3,14.6,1.4,0.5,20.2,-0.2,1.3,114.1,103.6,10.5,162,16.3,2023
Rob Perry,MRRY,0.532,0.503,159.1,3.1,13.4,8.3,11.2,10.2,1.3,0.7,22.5,-0.9,1.2,107.3,108.1,-0.9,267.8,16.3,2023
Isaac Kante,UMass,0.601,0.547,131.3,10.3,12.8,11.5,7.9,15,0.8,1.4,16.3,-2.4,1.5,118.9,104.4,14.5,161.4,16.3,2023
Armon Harried,BNGH,0.484,0.447,136.3,5.5,18.1,12.1,12.1,10.5,1.8,2.5,22.1,-0.3,1.1,103,101.4,1.6,212.3,16.3,2023
Sam Towns,BGSU,0.588,0.565,141.1,7.9,19.9,13.8,4.7,11.3,0.7,4.4,15.4,-1.8,1.4,118.6,108,10.6,146.4,16.3,2023
Jabri Abdur-Rahim,UGA,0.596,0.544,160.5,4.4,12.5,8.5,2.5,7.7,1.6,1.8,17.6,-1.9,1.4,122.9,105.5,17.4,141,16.2,2023
K.J. Davis,BTHCK,0.514,0.485,146.8,5.8,20.1,12.7,8.9,13.4,2.1,2,21.5,-2.9,1.2,101.1,104.9,-3.8,259.6,16.2,2023
Tyrel Morgan,TXST,0.511,0.492,129.9,10.6,17.6,14,10.7,13.8,1.6,1.9,18.6,-1.5,1.2,107.8,102.9,4.9,230.1,16.2,2023
Damian Forrest,UNA,0.53,0.515,109.1,8.6,22.3,15.6,3.9,10.4,1.3,4.9,15.6,-1.7,1.3,111.1,101.8,9.2,262.6,16.2,2023
Jamari Blackmon,ULM,0.554,0.511,159,1.4,10.2,5.6,20.1,13.6,2.3,0.2,20.5,0.7,1.3,110.4,106.3,4.1,259.4,16.2,2023
Madiaw Niang,RADF,0.561,0.548,117.6,9.3,22.4,15.8,5,13.9,1.8,2.6,14.6,-2.2,1.3,113.5,97.5,16,166.9,16.2,2023
Josh Pierre-Louis,UCSB,0.546,0.53,139.3,5.2,14.4,9.9,17,19.6,2.8,0.8,21.9,-2,1.3,101.8,99.5,2.4,216,16.2,2023
Xavier Fuller,NAU,0.515,0.467,159.9,5.5,12.4,8.8,7.9,10.7,1.9,1,23.7,-2.3,1.2,105,108.6,-3.6,237.5,16.2,2023
Cory Hightower,WIN,0.568,0.539,152.1,3.8,17.3,11,15.7,19.3,1.5,1.2,24.3,-4,1.3,104,108.2,-4.3,250.3,16.2,2023
Osborn Shema,IONA,0.571,0.556,152.8,7.4,14.1,10.8,10,13.7,1.5,5.1,13.5,0.3,1.3,118.5,95.5,23,268.4,16.2,2023
Bryson Etienne,SUBR,0.505,0.478,148.3,3.2,15.3,9.1,15.2,11.5,3.5,0.9,22.9,-0.6,1.1,100.1,95.6,4.5,218.1,16.2,2023
Austin Ash,CTDL,0.586,0.554,173,1.1,13.8,7.6,9.6,11.8,1.6,0.3,21,-1.6,1.3,109.5,109.7,-0.3,275.4,16.2,2023
P.J. Byrd,SUBR,0.604,0.518,159.2,1.5,9.4,5.3,35.2,25.2,2.3,0.3,17.2,3.6,1.7,112.8,100,12.8,269.9,16.2,2023
"Guy Ragland, Jr.",COR,0.509,0.475,138.5,7.2,21.1,14,14.6,15.6,1.5,2.3,26.3,-2.8,1.2,101.7,104.3,-2.5,161.8,16.2,2023
Klemen Vuga,MONM,0.515,0.479,141.3,9.7,15.7,12.5,6.1,14.2,2.3,4,21.2,-4.3,1.2,100.9,107.9,-7,204.8,16.2,2023
Carter Murphy,AF,0.579,0.546,161,2,11.1,6.7,14.7,16.1,2.4,1.2,24.3,-2.8,1.3,102.2,104.4,-2.2,117.6,16.2,2023
Tramon Mark,U of H,0.498,0.45,150.2,5.3,14.2,9.9,10.9,10.7,2.2,1.9,20,0,1.1,111.2,90,21.2,278.8,16.2,2023
Brock Wisne,NOCOL,0.643,0.638,153.8,11.4,15,13.2,4.5,15.6,2.5,0.8,14.4,-2.8,1.4,122.4,108,14.4,126.5,16.2,2023
Drew Friberg,BLMNT,0.659,0.658,157.6,3,12.9,8.1,7,9.4,1.3,0.7,15.2,-0.1,1.4,125.4,106,19.4,276,16.2,2023
Cade Meyer,UWGB,0.604,0.582,146.6,6.3,17.6,11.7,7.3,18.9,0.9,2.5,21.4,-5.8,1.5,103.6,114.6,-11,205.6,16.1,2023
Jabe Mullins,WSU,0.604,0.58,173.9,1,10.8,5.8,14.7,12.6,1.4,0.2,18.4,0.3,1.3,118.5,104.5,14,162.9,16.1,2023
Osayi Osifo,JAC,0.584,0.535,169.4,10.2,20.2,15.6,6.1,18.1,0.9,2.1,18.8,-4.4,1.4,108.7,100.8,7.9,180.9,16.1,2023
Davonte Sweatman,CCSU,0.523,0.494,164.7,3.4,14,8.6,21.8,14.9,2.4,0.3,18.3,2.1,1.1,106.9,105.7,1.2,181.5,16.1,2023
Justin Bailey,USCU,0.562,0.518,152.7,2.5,10.4,6.5,7.3,9,3.1,0.2,18.1,-0.6,1.3,113.8,101.9,11.8,219.3,16.1,2023
Ahmard Harvey,HP,0.549,0.557,128.8,15.6,22.6,19.2,10.3,27.4,1.5,5.9,12.6,-3.2,1.3,105.7,101.2,4.4,240.3,16.1,2023
Chris Harris,SEMO,0.518,0.447,145.8,1.6,16,8.7,11.8,11.9,1.6,0.5,25.7,-2.1,1.3,103.4,102.4,1,281.1,16.1,2023
Jamaine Mann,GAST,0.519,0.472,146.5,6.2,17.5,11.6,11.9,13.4,1.6,2.6,21.1,-1.8,1.2,106.4,101.2,5.2,210.5,16.1,2023
Gedi Juozapaitis,MAINE,0.586,0.564,170.5,1.2,9,5.1,12.2,15.1,1.2,1,24.3,-3,1.3,104.6,108.7,-4.1,221.9,16.1,2023
Cameron Huefner,SHSU,0.558,0.516,164.4,5.7,12.5,9.1,7.2,17.4,2.1,2,26.4,-6.7,1.3,103.6,90.5,13.1,140.6,16.1,2023
Jesse Zarzuela,CMU,0.536,0.491,158.3,2.1,8,5,20.5,15.9,1.6,0,28.4,-3.4,1.2,102.9,106.6,-3.7,110.8,16.1,2023
Antonio Reeves,UK,0.545,0.515,159.6,1.7,7.7,4.6,7.8,10,0.9,0.7,26.3,-2.7,1.2,112.5,106.4,6.1,179.8,16.1,2023
Greg Elliott,PITT,0.619,0.578,172,1.4,14.3,8.1,7.2,9.1,1.5,0.7,16.1,-0.3,1.4,123.8,103.4,20.4,276.3,16.1,2023
Deuce Turner,SAND,0.585,0.537,161.9,0.7,6.9,3.6,14,12.1,1.9,0.4,18.7,0.6,1.4,116.6,116,0.6,121.8,16.1,2023
Jordan King,ETSU,0.518,0.478,156.7,1.2,11.1,6.1,17.8,13.6,1.8,0.3,25.1,-0.8,1.1,105.1,105.7,-0.6,259.9,16.1,2023
Kario Oquendo,UGA,0.518,0.453,140.5,4,8.1,6.1,5.9,11.5,1.2,1.3,27.7,-4.6,1.3,103.2,110.2,-7,137.8,16.1,2023
Quincy Clark,LIP,0.535,0.523,124.5,2.4,10.5,6.7,20.3,17.4,2.2,1.6,22.2,-0.1,1.2,102.3,100.1,2.2,120.3,16.1,2023
Marcus Foster,FRMN,0.558,0.524,160.6,5.2,16.3,10.8,6.9,9.6,2.1,1,18.1,-0.8,1.2,115.1,101.5,13.6,287.9,16.1,2023
Trae Hannibal,LSU,0.503,0.416,126.3,8.4,18,13.1,22.5,21.4,2.2,0.4,21.2,-1.6,1.4,101.3,104.3,-3,175.4,16.1,2023
Riley Kugel,FLA,0.549,0.526,149.5,3.6,10.3,7,9.4,14.2,2.1,0.8,23.4,-3.4,1.3,102.1,100.6,1.5,169.9,16.1,2023
Dischon Thomas,MONT,0.563,0.534,166.5,6.2,17.1,11.7,6.2,14.9,1,2.5,24.3,-4.9,1.2,104.2,105.9,-1.7,185.9,16.1,2023
Jaylin Andrews,L-MD,0.523,0.48,146.7,3.6,13.9,8.6,10.6,8.2,1.9,1.4,19.8,0.5,1.2,110.3,106.7,3.6,230.6,16,2023
Dalvin White,CHATT,0.555,0.535,155.7,0.4,10.7,5.7,21.1,10.2,1.9,0,19.1,3.6,1.2,116.6,107.6,8.9,224.4,16,2023
Drew Thelwell,MRHD,0.578,0.552,157.6,1.1,15.4,8.3,18.2,14.4,1.5,1,18.3,0.8,1.3,111.6,100.5,11.1,298.8,16,2023
Sekou Sylla,TOWS,0.528,0.497,170.5,10,24.6,17.3,5.8,15.2,0.6,0.9,21.4,-4.6,1.2,104.8,100.7,4.1,144.8,16,2023
Airion Simmons,ACU,0.503,0.484,145.1,3.6,18.1,10.2,22.6,16.1,2.7,3.3,23.5,0.2,1.1,99.3,97,2.3,195.1,16,2023
"Eddie Lampkin, Jr.",TCU,0.553,0.547,110.5,15.4,16.5,16,9.6,21.2,1.6,2.4,16.1,-3.2,1.3,107.1,95.1,12,169.9,16,2023
Cameron Steele,ACU,0.592,0.585,151.3,6.1,13.3,9.4,5.8,9.2,1.9,1,16.9,-1,1.3,117.5,101.8,15.8,124.6,16,2023
Nike Sibande,PITT,0.553,0.521,152.5,2.9,18.2,10.8,10.3,11.9,1.3,1.1,19.8,-1,1.3,110.2,102.1,8.1,220.4,16,2023
Deshawndre Washington,NMSU,0.473,0.439,137.1,3.6,21.2,12.2,21.4,13.7,2.3,1.1,21.2,1.6,1.1,101.7,98.7,3.1,243.6,16,2023
Mohammed Abdusalam,UNCG,0.538,0.503,111.6,11.6,26.4,19.2,6.2,17.4,1.2,3.2,18.9,-4.2,1.4,106,91.6,14.4,214.1,16,2023
Dean Keeler,UCI,0.622,0.618,123.1,7.6,16.4,12.2,6,10.9,1.3,5.7,13.1,-0.6,1.5,125.2,94,31.2,143,16,2023
Jackson Price,CTDL,0.644,0.625,170.1,4.7,11.4,8.1,3.3,11.2,1.1,0.9,18.2,-2.9,1.5,118.4,110.6,7.8,85.4,16,2023
Joe Pleasant,ACU,0.567,0.528,154.2,9.2,15.8,12.2,7.4,13.3,1.4,1.8,17.7,-1.9,1.4,114.1,103.5,10.6,173.8,16,2023
Adam Cisse,MAN,0.525,0.484,120.5,10.7,21,15.8,5.6,16,3.3,4.3,13.2,-2,1.4,109,97.4,11.6,119.3,16,2023
Markise Davis,ARKST,0.538,0.525,166.1,4.5,15.6,9.9,8,11,2.2,1.4,21.9,-2.3,1.1,104.5,103.2,1.3,189.6,16,2023
De'Sean Allen-Eikens,CSUN,0.539,0.496,147.1,6.8,13.2,9.9,9.6,14.3,1.5,2.4,20.5,-3,1.3,105.8,105.2,0.6,231.9,16,2023
Hunter Goodrick,CALBU,0.554,0.549,152.6,9,21.5,15.2,13.6,18.9,1,1.4,18.8,-2.4,1.4,106,96.7,9.2,241.6,16,2023
Ludovic Dufeal,GWU,0.663,0.655,164.8,8.9,16.5,12.7,5.9,20,1.2,7.5,11.5,-2.3,1.6,121.1,95.4,25.7,205.5,16,2023
Noah Baumann,GCU,0.622,0.588,168.7,3.2,15.3,9.6,6,9.9,0.9,0.8,16.4,-1,1.4,125.8,100.9,24.9,196.8,16,2023
Coleton Benson,USMA,0.607,0.568,162,0.9,10.5,5.9,11,15.5,1.2,0.1,22.4,-2.8,1.4,111.8,106,5.7,190.4,16,2023
Dan Friday,BRWN,0.491,0.444,135.1,6.8,14.2,10.4,25,19.5,3.2,1.1,23.3,-0.5,1.2,98.2,101.2,-3,109.3,16,2023
Riley Miller,STTOM,0.618,0.557,166.2,1.4,8,4.7,8.6,6.3,1.1,0.3,17,1.1,1.5,128.5,109.5,19,223.4,16,2023
Tyrell Jones,USA,0.526,0.467,153.9,2.2,14.5,8.5,14.8,13.6,2.7,0.1,19.9,0.6,1.2,105.6,96.9,8.7,235,15.9,2023
Marco Anthony,U of U,0.5,0.465,140.9,9.2,14.9,12.2,13.8,13,1.5,0.9,18.5,-0.1,1.2,107.8,98.5,9.3,257.1,15.9,2023
Bas Leyte,UNCG,0.521,0.493,125.8,10.8,11.5,11.2,9.2,11,1.4,2.6,18.1,-0.8,1.2,112.3,97.2,15,195,15.9,2023
Taeshaud Jackson II,VMI,0.557,0.539,152,11.7,27.8,19.5,7.4,20,2.3,1.5,15.8,-3.7,1.2,107.2,107.2,0,215.1,15.9,2023
David Singleton,UCLA,0.6,0.571,170,2.3,10.2,6.2,6.5,5.8,2.3,0.8,14.5,0.9,1.3,129,93.8,35.1,251.4,15.9,2023
Bez Mbeng,YALE,0.517,0.488,139.8,2.2,14.8,8.8,19.7,17.5,3,1.2,22,0,1.2,102.4,91.8,10.6,224.5,15.9,2023
Cameron Brown,STJOE,0.53,0.514,143.9,5.3,15.8,10.5,10.2,12.5,2.1,1.3,21.1,-2,1.2,106.1,102.9,3.2,294.5,15.9,2023
Travis Evee,RICE,0.557,0.509,158.3,0.9,6,3.5,15.1,12.5,1.9,0.3,23.9,-0.6,1.3,108.3,109.2,-0.8,257,15.9,2023
Messiah Thompson,AAMU,0.531,0.523,140.9,1.3,7.7,4.6,25.2,15.8,3.3,0,22.6,0.8,1.2,104.5,103.2,1.4,207.9,15.9,2023
Dexter Dennis,TAMU,0.515,0.473,147.3,5.9,18.3,12.3,8.9,9.6,1.6,2.9,17.9,-0.5,1.2,114.6,98.5,16.2,267.6,15.9,2023
